"1959/02/17","Gatwick, Surrey, England","Turkish Airlines (THY)",NULL,"Ankara - Istanbul -London","Vickers Viscount 794D","TC-SEV","429",1,8,9,5,0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.Cause unknown."
"1959/02/18","Belen, Chile","Southern Cross Airways",NULL,"Arica, Colombia - Puerto Suarez, Bolilvia","Curtiss C-46A","N68823","26818",0,5,0,5,0,"The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing."
"1959/03/05","Managua, Nicaragua","TACA",NULL,"Las Mercedes - Tegucigalpa","Vickers Viscount 763","YS-09C","082",1,4,1,2,0,"Crashed shortly after takeoff, inverted, into trees. Failure of No. 1 engine on climbout. The non-retraction of the landing gear immediately after the aircraft reached V2. Failure of engine No. 2 a few seconds later. The aircraft banked left, lost altitude and collided with trees. Engine failure cause unknown."
"1959/03/12","Tobu, India","Indian Airlines",NULL,NULL,"Douglas C-47A","VT-CYH","12493",4,3,2,3,0,"The cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. He had previously descended to a low altitude in order to determine his position."
"1959/03/13","Mahon, Spain","Aviaco",NULL,"Palma de Mallorca - Mahon","Bristol 170 Freighter 21E","EC-ADH","12776",1,3,1,0,0,"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground"
"1959/03/29","Near Bangui, Central African Republic","Union Aeromaritime de Transport",NULL,NULL,"Nord 2501 Noratlas","F-BGZB","2",5,4,5,4,0,"Crashed while en route in the jungle."
"1959/03/29","Near Silchar, India","Indian Airlines",NULL,"Dum Dum - Agartala-Singerbhil - Kumbhirgram","Douglas DC-3","VT-CGI","20176",2,4,2,4,0,"Sustained structural failure while flying through a thunderstorm."
"1959/03/30","Alma, Georgia","Riddle Airlines","402","Orlando, FL - Atlanta, GA","Curtiss C-46A","N7840B","30242",0,2,0,2,0,"The cargo plane lost control after a fire broke out in the cargo hold."
"1959/04/17","Puerto Kino, Mexico","Tigres Voladores",NULL,"Mexicale - Guaymas","Curtiss C-46F-1-CU","XA-MIS","22586",2,5,2,5,0,"Exlpoded and caught fire near Bahia de Kino.A bomb is believed to have exploded onboard."
"1959/04/23","Van, Turkey","Air Charter",NULL,"Ankara, Turkey - Bahrain","Avro 688 Super Trader","G-AGRH","1256",0,1,0,1,0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled."
"1959/04/29","Valdemeca, Spain","Iberia Airlines",NULL,"Barcelona - Madrid","Douglas DC-3","EC-ABC","19334",2,3,2,3,0,"Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spains European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route."
"1959/05/02","Mallorca, Spain","Austria-Flugdienst",NULL,"Palma de Mallorca - Wien","Douglas DC-3","OE-FDA","12210",2,3,2,3,0,"Two minutes after reporting at 3,000feet the aircraft struck Alfabia peak at 3,300 feet. Insufficient altitude while flying at normal climb power."
"1959/05/12","Chase, Maryland","Capital Airlines","75","New York City - Atlanta","Vickers Viscount 745D","N7463","287",2,4,2,4,0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day."
"1959/05/12","Charleston, West Virginia","Capital Airlines","983","Pittsburg - Charleston","Lockheed C-69 Constellation","N2735A","1978",3,6,1,1,0,"The pilot intentionally ground looped the aircraft, which slid down a steep embankment caught fire and burned. Landing too fast on a wet runway under conditions conductive to aquaplaning."
"1959/05/13","Near Toumavista, Peru","Transportes Aereos Peruanos",NULL,"Lima - Pucallpa","Curtiss C-46A","OB-WBP-507","26829",1,2,1,2,0,"Crashed into a hillside while en route."
"1959/05/15","Off Mar del Plata, Aregntina","Aerolineas Argentinas",NULL,"Mar del Plata - Bahia Blanca","Douglas DC-3","LV-AFW","19790",6,4,6,4,0,"Crashed into the sea during a steep turn following a takeoff at night. Undetermined cause."
"1959/05/21","Moro, Peru","Lineas Aéreas Interpolar",NULL,"Talara- Arica","Curtiss C-46A-50-CU","CC-CIA-497","30482",4,4,4,4,0,"Crashed into amountain while en route.."
"1959/06/01","Nicaragua","Aerolineas Nacionales",NULL,NULL,"Curtiss C-46","TI-1020",NULL,NULL,NULL,NULL,NULL,0,"The plane, carrying Nicaraguan rebels was shot down by a Nicaraguan Air Force fighter."
"1959/06/05","Near Sheyma, Alaska","Militiary - US Air Force",NULL,"Reconnaissance","Boeing RC-135E",NULL,NULL,NULL,NULL,NULL,NULL,0,"Thirty minutes after taking off from Sheyma, Rivit Amber radioed experiencingvibration in flilght. Not certain of emergency. This was the last radio contact with the plane. The aircraft crashed at sea."
"1959/06/23","Cerros Baco, Peru","AVIANCA",NULL,"Bogota - Lima","Douglas DC-4","HK-135","10418",1,4,1,4,0,"Crashed into a Cerro Baco mountain."
"1959/06/26","Near Varese, Lombardia, 20 miles NW of Milan, Italy","Trans World Airlines","891","Milan - Paris","Lockheed 1649A Starliner","N7313C","1015",5,9,5,9,0,"While flying from Athens to Chicago, the No. 6 and 7 fuel tanks in the right wing exploded during a storm.Ignition of gasoline vapors emanating from fuel tank vent pipes by static discharge after the airliner was hit by lightning."
"1959/06/30","Ishikawa City, Ryukyu Island, Okinawa","Military - U.S. Air Force",NULL,NULL,"North American F-100D-25NA","55-3633A",NULL,0,1,0,0,17,"The pilot ejected and parachuted safely from the aircraft after the engine caught fire and the aircraft became uncontrollable. The plane crashed into the Miyamori Primary School compound and the surrounding neighborhood killing 17, of which 11 were students, and injuring another 181.Because of the subsequent fire in the aftermath of the crash another 158 persons (28 families) were made homeless."
"1959/08/03","Sagone, India","Kalinga Airlines",NULL,"Mohanbari - Along","Douglas DC-3","VT-DGP","9549",3,3,3,3,0,"Crashed while en route. Navigational error. The pilot entered a wrong valley and stalled the fully loaded aircraft while attempting to turn back."
"1959/08/14","Karachi, Pakistan","Pakistan International Airlines",NULL,NULL,"Vickers 815 Viscount","AP-AJE","337",0,3,0,2,0,"The trainee captain attempted a maneuver in disregard of the prescribed limitations of such a maneuver. A two-engine overshoot was attempted at a very low height and below the prescribed minimum speed, when the aircraft was committed to a landing. This resulted in a violent yaw and sharp drop which could not be controlled. The training captain was conversant with the minimum requirements of a two-engine overshoot of the Viscount 815 aircraft but appears to have overestimated his performance."
"1959/08/15","Calverton, New York","American Airlines","514","Training","Boeing 707-123","N7514A","17641/36",0,5,0,5,0,"The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery."
"1959/08/19","Near Barcelona, Spain","Transair",NULL,"Barcelona - London","Douglas DC-3","G-AMZD","16112/3286",2,3,2,3,0,"Nineteen minutes after taking off and while climbing, the aircraft entered a cloud and struck Mt. Monseny. Pilot did not follow prescribed regulations."
"1959/08/27","Near Asuncion, Paraguay","Aerolineas Argentinas",NULL,NULL,"de Havilland DH-106 Comet 4","LV-AHP","6411",4,6,1,1,0,"The aircraft descended below MDA and crashed 5 miles short of the runway while on approach to Asuncion. Pilot error."
"1959/09/02","Abilene, Texas","Aaxico Airlines",NULL,"Abilene, TX - Forth Worth, TX","Curtiss C-46A","N5140B","26809",0,2,0,2,0,"The cargo plane took off, rose to 200 ft., stalled and crashed. Elevator control lost. The aft link assembly became disconnected from the clevis in the elevator control horn assembly when an improperly secured bolt backed out."
"1959/09/08","Poza Rica, Mexico","Mexicana",NULL,"Mexico City - Merida","Douglas DC-3",NULL,NULL,1,3,1,0,0,"An in-flight explosion occurred in the passenger cabin. A male passenger, who was believed to have been carrying a bomb, fell from the airplane from an altitude of 11,000ft.A forced landing was made at Poza Rica after a fire broke out in the cabin."
"1959/09/12","Near Tegucigalpa, Honduras","Pan American World Airways",NULL,"San Salvador - Miami","Douglas DC-4","N88900","10504",0,3,0,3,0,"Shortly after taking off, the cargo plane deviated from its intended course and struck a mountain, for reasons unknown."
"1959/09/23","Sao Paulo, Brazil","VASP",NULL,"Sao Paulo - Rio de Janeiro","Saab Scandia 90A-1","PP-SQV","106",1,4,1,4,0,"Crashed a few minutes after taking off from Sao Paulo Airport. Cause undetermined."
"1959/09/24","Great Sitkin Island, Alaska","Reeve Aleutian Airlines","3","Shemya - Cold Bay - Adak - Anchorage","Douglas C-54B","N63396","10486",1,5,1,5,0,"Crashed into a mountain while on approach to Adak. Improper approach. Crew error. Pilot did not fly in accordance with visual flight rules over hazardous terrain."
"1959/09/24","Bordeaux, France","T.A. Intercontinentaux (France)",NULL,"Bordeaux - Bamako","Douglas DC-7C","F-BIAP","45366/892",5,9,4,9,0,"Crashed shortly after takeoff, not gaining altitude and colliding with trees. Crew did not properly monitor altimeter."
"1959/09/29","Buffalo, Texas","Braniff Airlines","542","Houston - Dallas","Lockheed 188A Electra","N9705C","1090",2,6,2,6,0,"In-flight separation of the left wing resulted in the aircraft crashing 3 miles southeast of Buffalo, Texas. A design flaw caused an oscillation known asmode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. One of two accidents with the same cause. See 3/17/1960."
"1959/10/06","Paloemeu, Suriname","Kappel-Van Eyck Airways",NULL,"Paramaribo, Suriname - Paloemeu, Suriname","Aero Commander AC 520",NULL,NULL,0,2,0,2,0,"The aircraft was on a government mission to supply contractors near Paloemeu with food and equipment.While searching for a drop point in the jungle, in heavy fog,the plane crashed into a hill."
"1959/10/23","Near Moscow, Russia","Aeroflot","200","Baku - Moscow","Ilyushin IL-14P","CCCP-41806","6341709",2,5,2,5,0,"Crashed on approach. Crews handling of the plane led to a premature loss of altitude and collision with obstacles."
"1959/10/26","Santa Maria, California","Pacific Air Lines","308","Los Angeles - Oxnard - Santa Maria - Paso Robles","Douglas C-47A-DL","N67589","19656",1,2,0,1,1,"Moments after rotation the left engine exploded and caught fire. The elevator of the plane hit a 12,000 volt powerline and crash landed upright sliding 65 feet. The only fatality was the first officer who was thrown clear of the accident still strapped to his seat. The number 5 cylinder of the left engine failed leading to an explosion that deformed the left engines ring cowl to a degree that cause excessive drag and buffeting that made sustained flight impossible. Maintenance records showed the engine had a troubling number of oil leaks."
"1959/10/29","Athens, Greece","Olympic Airways","214","Athens - Thessaloniki","Douglas DC-3","SX-BAD","9491",1,3,1,3,0,"Engine failure on takeoff. The plane crashed 5 minutes later. Failure of the gudgeon pin bearing of the No.6 piston of the left engine."
"1959/10/30","Waynesborough, Virginia","Piedmont Airlines","349","Washington DC - Charlottsville, VA","Douglas DC-3","N55V","20447",2,3,2,3,0,"Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress."
"1959/11/04","St. Cleophas, Quebec, Canada","Wheeler Airlines","1658","Montreal - Hall Lake","Douglas C-54A","CF-ILI","10360",0,5,0,5,0,"The cargo plane exploded in midair while en route after an engine fire."
"1959/11/16","Lvov, Ukraine, USSR","Aeroflot","315","Moscow - Lions","Antonov AN-10","CCCP-11167","9401402",3,8,3,8,0,"Crashed during approach. Mechanical failure."
"1959/11/16","Gulf of Mexico","National Airlines","967","Tampa - New Orleans","Douglas DC-7B","N4891C","45355",3,6,3,6,0,"The aircraft crashed into the Gulf of Mexico at 29 degrees 13 minutes N, 88 degrees 40 minutes W or about 108 miles east-southeast of New Orleans, while on a flight from Tampa to New Orleans. Sabotage (explosion of a dynamite bomb aboard) was strongly suspected but could never be proven due to lack of physical evidence.There is a possibility that there is a connection between this crash and the National Airlines crash of January 6, 1960. No one was charged in either case."
"1959/11/21","Beirut, Lebanon","Ariana Afghan Airlines","202","Beirut - Tehran","Douglas DC-4","YA-BAG","18367",2,5,1,5,0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb."
"1959/11/24","Chicago, Illinois","Trans World Airlines","595","Chicago - Los Angeles","Lockheed L-1049H Super Constellation","N102R","4824",0,3,0,3,8,"Shortly after taking off the plane experienced a fire warning in the No. 2 engine, shut it down and attempted to return to Midway Airport. During the final approach the aircraft banked in excess of 45 degrees and developed an excessive sink rate. When the aircraft reached the tops of trees its wings were nearly level and its nose was raised in a climbing attitude but the descent continued and the plane crashed one quarter of a mile southeast of the airport. The accident was the consequence of manuvering the aircraft during the turn to final approach in such a manner as to cause a rate of sink from which recovery was not possible. Sometime during the turn the flaps were retracted from 60% to 24% causing a loss of lift."
"1959/12/01","Willamsport, Pennsylvania","Allegheny Airlines","371","Harrisburg - Willamsport","Martin 202","N174A","9159",2,4,2,4,0,"Crashed into Bald Eagle Mountain,13 miles south of Williamsport,while on an ILS approach to Williamsport.Probable accidental caging of the fluxgate compass leading to a erroneous heading indication. Captains failure to execute a timely abandoned approach. There was one passenger who survived."
"1959/12/08","Off Cartagena, Colombia","Sociedad Aeronautica Medellin",NULL,"San Andres Island - Cartagena","Curtiss C-46A","HK-515","26941",4,3,4,3,0,"Disappeared en route. Right landing gear found on Moron Island.Cause undetermined."
"1959/12/13","Near Tashkent, Uzbekistan, USSR","Aeroflot",NULL,"Kabul - Tashkent","Ilyushin IL-18","CCCP-91577","147001416",2,5,2,5,0,"Crashed into a mountain while en route. Crew error. The crew deviated from prescribe route."
"1959/12/17","Ketchikan, Alaska","California Aircraft",NULL,"Juneau - Annette Island","Consolidated PBY-5A Catalina","N64T",NULL,0,3,0,3,0,"The cargo plane cashed en route after reporting engine trouble."
"1959/12/21","Rome, Italy","Alitalia",NULL,"Training","Vickers 785D Viscount","I-LIZT","378",0,2,0,2,0,"Crashed into a hanger during a practice landing. The accident was attributed to a balked landing maneuver carried out below the speed limits for safe directional control of the aircraft during a critical situation that developed in the last phase of the landing in the course of a simulated emergency exercise with two power units inoperative."
"1959/12/22","Rio de Janeiro, Brazil","VASP",NULL,"Rio de Janeiro - Sao Paulo","Vickers Viscount 827 / Fokker AT-6","PP-SRG","401",2,6,2,6,10,"Midair collision with a Brazilian Air Force AT-6 Harvard, shortly after takeoff. One killed in the fighter. Failure of both pilots to see and avoid each other. The Air Force pilot parachuted to safety."
"1959/12/24","Palembang, Indonesia","Garuda Indonesia Airlines","330",NULL,"Douglas C-47A","PK-GDV","13535",0,2,0,1,0,"Shortly after takeoff the cargo plane lost the No. 2 engine, tried to return to the airport but crashed. Failure of the right engine, a lack of precaution on the part of the captain and marginal weather. A contributing factor may have been the overloaded condition of the aircraft, however, not to such an extent that it forced the aircraft to descend to a dangerously low altitude."
"1959/12/31","Near San Jose de Chiquitos, Bolivia","Lloyd Aereo Boliviano",NULL,NULL,"Douglas DC-3","CP-584","19226",NULL,NULL,NULL,NULL,0,"Crashed on takeoff."
